NACA M20 AIRFOIL
1.00000  0.00470
0.95000  0.01060
0.90000  0.01780
0.80000  0.03500
0.70000  0.05400
0.60000  0.07300
0.50000  0.08920
0.40000  0.09990
0.30000  0.10210
0.20000  0.09140
0.15000  0.08030
0.10000  0.06470
0.07500  0.05370
0.05000  0.04170
0.02500  0.02600
0.01250  0.01705
0.00000  0.00000
0.01250 -0.00975
0.02500 -0.00940
0.05000 -0.00570
0.07500 -0.00130
0.10000  0.00310
0.15000  0.01030
0.20000  0.01560
0.30000  0.02060
0.40000  0.01900
0.50000  0.01330
0.60000  0.00580
0.70000 -0.00120
0.80000 -0.00550
0.90000 -0.00560
0.95000 -0.00360
1.00000  0.00000
