NACA2306 : [128panels,Half cosine x-spacing]
         1 -8.3131e-18                      
    0.9994  7.8083e-05                      
    0.9976  0.00031176                      
   0.99461  0.00069934                      
   0.99043    0.001238                      
   0.98508   0.0019239                      
   0.97856   0.0027521                      
   0.97089   0.0037168                      
   0.96209   0.0048112                      
   0.95217   0.0060278                      
   0.94118   0.0073583                      
   0.92912   0.0087938                      
   0.91603    0.010325                      
   0.90193    0.011942                      
   0.88687    0.013634                      
   0.87088    0.015391                      
   0.85399    0.017202                      
   0.83625    0.019057                      
    0.8177    0.020944                      
   0.79838    0.022852                      
   0.77833    0.024771                      
   0.75762    0.026689                      
   0.73628    0.028596                      
   0.71437    0.030481                      
   0.69194    0.032334                      
   0.66904    0.034144                      
   0.64573    0.035901                      
   0.62206    0.037595                      
    0.5981    0.039217                      
    0.5739    0.040757                      
   0.54951    0.042205                      
     0.525    0.043554                      
   0.50043    0.044795                      
   0.47586    0.045919                      
   0.45133    0.046919                      
   0.42693     0.04779                      
    0.4027    0.048523                      
    0.3787    0.049114                      
   0.35499    0.049558                      
   0.33163    0.049851                      
   0.30868    0.049991                      
   0.28604     0.04994                      
   0.26383    0.049568                      
    0.2422    0.048875                      
    0.2212    0.047877                      
    0.2009    0.046593                      
   0.18134    0.045044                      
   0.16257    0.043251                      
   0.14464     0.04124                      
   0.12759    0.039036                      
   0.11147    0.036664                      
  0.096319    0.034152                      
  0.082168    0.031528                      
  0.069055    0.028818                      
   0.05701    0.026049                      
  0.046061    0.023247                      
  0.036234    0.020437                      
  0.027551    0.017641                      
   0.02003    0.014883                      
  0.013688     0.01218                      
 0.0085376   0.0095493                      
 0.0045881   0.0070061                      
 0.0018466   0.0045616                      
0.00031695   0.0022244                      
         0           0                      
0.00088759   -0.002064                      
 0.0029687  -0.0039222                      
 0.0062354   -0.005576                      
  0.010677  -0.0070283                      
   0.01628  -0.0082835                      
  0.023029  -0.0093473                      
  0.030905   -0.010227                      
  0.039886   -0.010931                      
  0.049949    -0.01147                      
  0.061069   -0.011854                      
  0.073217   -0.012098                      
  0.086362   -0.012213                      
   0.10047   -0.012216                      
   0.11552   -0.012124                      
   0.13146   -0.011952                      
   0.14825   -0.011719                      
   0.16587   -0.011445                      
   0.18427   -0.011148                      
    0.2034   -0.010848                      
   0.22323   -0.010566                      
    0.2437   -0.010322                      
   0.26478   -0.010135                      
   0.28641   -0.010025                      
   0.30864  -0.0099973                      
   0.33148  -0.0099327                      
   0.35472  -0.0098038                      
   0.37832  -0.0096171                      
   0.40221  -0.0093798                      
   0.42634  -0.0090987                      
   0.45065  -0.0087806                      
   0.47508  -0.0084322                      
   0.49957  -0.0080599                      
   0.52406  -0.0076696                      
   0.54851  -0.0072669                      
   0.57283  -0.0068569                      
   0.59699   -0.006444                      
   0.62092  -0.0060323                      
   0.64456  -0.0056251                      
   0.66785  -0.0052255                      
   0.69075  -0.0048356                      
   0.71319  -0.0044575                      
   0.73512  -0.0040925                      
   0.75648  -0.0037417                      
   0.77724  -0.0034057                      
   0.79732   -0.003085                      
    0.8167  -0.0027799                      
   0.83531  -0.0024903                      
   0.85311  -0.0022163                      
   0.87007  -0.0019578                      
   0.88614  -0.0017146                      
   0.90127  -0.0014868                      
   0.91544  -0.0012743                      
   0.92861  -0.0010771                      
   0.94074 -0.00089549                      
   0.95181  -0.0007296                      
   0.96179 -0.00057972                      
   0.97066 -0.00044619                      
   0.97838  -0.0003294                      
   0.98496 -0.00022973                      
   0.99035 -0.00014756                      
   0.99457 -8.3245e-05                      
   0.99758 -3.7076e-05                      
    0.9994 -9.2811e-06                      
         1  8.3131e-18                      
