NACA4307 : [128panels,Half cosine x-spacing]
          1 -9.6516e-18                     
     0.9994  0.00011952                     
    0.99762  0.00047719                     
    0.99464   0.0010704                     
    0.99048   0.0018949                     
    0.98516   0.0029446                     
    0.97867   0.0042121                     
    0.97104   0.0056882                     
    0.96228   0.0073625                     
    0.95241   0.0092234                     
    0.94146    0.011258                     
    0.92945    0.013452                     
    0.91641    0.015791                     
    0.90237     0.01826                     
    0.88736    0.020842                     
    0.87142    0.023521                     
    0.85457    0.026279                     
    0.83688      0.0291                     
    0.81836    0.031966                     
    0.79908     0.03486                     
    0.77906    0.037764                     
    0.75837    0.040662                     
    0.73705    0.043536                     
    0.71515     0.04637                     
    0.69272    0.049147                     
    0.66982    0.051853                     
    0.64651     0.05447                     
    0.62282    0.056986                     
    0.59884    0.059385                     
     0.5746    0.061653                     
    0.55018    0.063779                     
    0.52563     0.06575                     
    0.50101    0.067554                     
    0.47637    0.069182                     
    0.45179    0.070623                     
    0.42732     0.07187                     
    0.40302    0.072916                     
    0.37895    0.073755                     
    0.35517    0.074381                     
    0.33173    0.074792                     
    0.30871    0.074987                     
    0.28579    0.074893                     
     0.2632    0.074247                     
     0.2412    0.073052                     
    0.21986    0.071342                     
    0.19924    0.069158                     
     0.1794    0.066542                     
    0.16039     0.06354                     
    0.14226    0.060201                     
    0.12506    0.056575                     
    0.10882    0.052713                     
   0.093606    0.048667                     
   0.079438    0.044489                     
   0.066353     0.04023                     
   0.054382    0.035938                     
   0.043551    0.031663                     
   0.033883    0.027447                     
   0.025396    0.023334                     
   0.018108     0.01936                     
   0.012029     0.01556                     
  0.0071704    0.011962                     
  0.0035366   0.0085909                     
   0.001131   0.0054654                     
-4.6746e-05   0.0025992                     
          0           0                     
  0.0012513  -0.0022783                     
  0.0036842  -0.0041865                     
  0.0072868  -0.0057307                     
   0.012044  -0.0069201                     
   0.017939  -0.0077677                     
   0.024952  -0.0082895                     
    0.03306  -0.0085048                     
   0.042238   -0.008436                     
    0.05246  -0.0081081                     
   0.063697  -0.0075489                     
   0.075918  -0.0067885                     
   0.089093  -0.0058592                     
    0.10319  -0.0047951                     
    0.11817  -0.0036322                     
    0.13399  -0.0024077                     
    0.15063  -0.0011598                     
    0.16805  7.2377e-05                     
     0.1862   0.0012494                     
    0.20506   0.0023316                     
    0.22457   0.0032798                     
     0.2447   0.0040552                     
    0.26541     0.00462                     
    0.28665    0.004938                     
    0.30861   0.0050007                     
    0.33138    0.005045                     
    0.35455   0.0051276                     
    0.37807   0.0052391                     
    0.40189   0.0053701                     
    0.42595   0.0055114                     
    0.45019   0.0056546                     
    0.47456   0.0057916                     
    0.49899   0.0059152                     
    0.52344    0.006019                     
    0.54784   0.0060975                     
    0.57213   0.0061459                     
    0.59625   0.0061609                     
    0.62016   0.0061398                     
    0.64378    0.006081                     
    0.66707    0.005984                     
    0.68996   0.0058491                     
     0.7124   0.0056775                     
    0.73434   0.0054712                     
    0.75573    0.005233                     
    0.77651   0.0049661                     
    0.79662   0.0046743                     
    0.81603   0.0043619                     
    0.83468   0.0040332                     
    0.85253   0.0036929                     
    0.86954   0.0033458                     
    0.88565   0.0029965                     
    0.90084   0.0026497                     
    0.91506   0.0023099                     
    0.92828   0.0019812                     
    0.94046   0.0016677                     
    0.95158    0.001373                     
     0.9616   0.0011004                     
    0.97051  0.00085301                     
    0.97827  0.00063335                     
    0.98488  0.00044372                     
     0.9903  0.00028601                     
    0.99454  0.00016177                     
    0.99757  7.2176e-05                     
    0.99939  1.8086e-05                     
          1  9.6516e-18                     
