NASA GA(W)-1
38            38

   0.0000000   0.0000000
   0.0020000   0.0130000
   0.0050000   0.0203500
   0.0125000   0.0306900
   0.0250000   0.0416500
   0.0375000   0.0497400
   0.0500000   0.0560000
   0.0750000   0.0656100
   0.1000000   0.0730900
   0.1250000   0.0790900
   0.1500000   0.0841300
   0.1750000   0.0884800
   0.2000000   0.0920900
   0.2500000   0.0977800
   0.3000000   0.1016900
   0.3500000   0.1040900
   0.4000000   0.1050000
   0.4500000   0.1045600
   0.5000000   0.1026900
   0.5500000   0.0991700
   0.5750000   0.0967400
   0.6000000   0.0937400
   0.6250000   0.0901300
   0.6500000   0.0860400
   0.6750000   0.0814400
   0.7000000   0.0763900
   0.7250000   0.0709600
   0.7500000   0.0651700
   0.7750000   0.0591300
   0.8000000   0.0529100
   0.8250000   0.0464400
   0.8500000   0.0398300
   0.8750000   0.0331300
   0.9000000   0.0263900
   0.9250000   0.0196500
   0.9500000   0.0128700
   0.9750000   0.0060400
   1.0000000  -0.0007400

   0.0000000   0.0000000
   0.0020000  -0.0097400
   0.0050000  -0.0144400
   0.0125000  -0.0205200
   0.0250000  -0.0269100
   0.0375000  -0.0319100
   0.0500000  -0.0356900
   0.0750000  -0.0420900
   0.1000000  -0.0470000
   0.1250000  -0.0508700
   0.1500000  -0.0542600
   0.1750000  -0.0570000
   0.2000000  -0.0592600
   0.2500000  -0.0626500
   0.3000000  -0.0644800
   0.3500000  -0.0651700
   0.4000000  -0.0648300
   0.4500000  -0.0634400
   0.5000000  -0.0609100
   0.5500000  -0.0568300
   0.5750000  -0.0539600
   0.6000000  -0.0506100
   0.6250000  -0.0467800
   0.6500000  -0.0426500
   0.6750000  -0.0383000
   0.7000000  -0.0338300
   0.7250000  -0.0293000
   0.7500000  -0.0246100
   0.7750000  -0.0203000
   0.8000000  -0.0158700
   0.8250000  -0.0119100
   0.8500000  -0.0085200
   0.8750000  -0.0056500
   0.9000000  -0.0035200
   0.9250000  -0.0024800
   0.9500000  -0.0025700
   0.9750000  -0.0039600
   1.0000000  -0.0078300
